movie,recommendations
Edge of Fear,"The Natural, Star Trek: Voyager, Bobby Kennedy for President, Ancient Aliens, Ancient Aliens, Ancient Aliens, Top 10 Secrets and Mysteries, Enter the Dragon, Faith Hope & Love, From Dusk Till Dawn"
Brave New Jersey,"Ken Burns: The Civil War, Man with a Plan, The Lovebirds, Life Sentence, Jailbirds New Orleans, Tallulah, Sword of Trust, Ken Burns: The Roosevelts: An Intimate History, Jurassic World Camp Cretaceous, Jurassic World Camp Cretaceous"
There Will Be Blood,"100% Hotter, Swiss Army Man, The Hunt, The Making of Frozen Planet, Platoon, Race to Witch Mountain, We Are the Champions, Nowhere Boy, Final Destination 2, Final Destination 2"
Postcards from London,"The Haunted Hathaways, The Haunted Hathaways, Rotten, Rotten, Marcella, The Netflix Afterparty, Barely Lethal, Evan Almighty, V for Vendetta, Super Monsters Furever Friends"
The Maus,"Diana: In Her Own Words, Mexicanos de Bronce, Between Maybes, Diana: 7 Days That Shook the World, The Third Party, Señora Acero, The Monster, A Twelve Year Night, Freud, Freud"
Aelay,"The Lake House, First Kiss, A Christmas Prince: The Royal Baby, Slay, Phone Swap, Panipat - The Great Betrayal, 6 Years, One-Way to Tomorrow, Midnight Sun, Lucky: No Time for Love"
Love or Money,"Love or Money, She's the One, Bride For Rent, Can't Help Falling in Love, Exes Baggage, Everyday I Love You, Coco y Raulito: Carrusel de ternura, The Third Party, The Assassination of Gianni Versace, Money for Nothing"
The Kite,"Bosta, Cabins in the Wild with Dick Strawbridge, NOVA: Bird Brain, Mighty Little Bheem: Kite Festival, Highway, Inhuman Resources, Arrested Development, #Selfie, Main aurr Mrs. Khanna, This Is a Robbery: The World's Biggest Art Heist"
Here and There,"Sakaling Maging Tayo, Here to Heart, Here to Heart, Can't Help Falling in Love, Highway to Heaven, Highway to Heaven, Raising Victor Vargas, A Very Country Christmas, Maria, The Little Mermaid"
This Is Not What I Expected,"Animal World, An Innocent Mistake, Weeds on Fire, Weeds on Fire, Life Plan A and B, A Touch of Green, Lion Pride, Lion Pride, Ex-Boyfriend, Ex-Boyfriend"
The Lighthouse of the Orcas,"The Tree of Blood, You Cannot Hide, The Kingdom, The Least Expected Day: Inside the Movistar Team 2019, Mosquita y Mari, Mosquita y Mari, The Apostate, Dad Wanted, The Minions of Midas, The Lake House"
The Hows of Us,"Can't Help Falling in Love, A Second Chance, The Expanding Universe of Ashley Garcia, Trio and a Bed, La Reina del Sur, Blue Miracle, The Birth Reborn 3, Alex Strangelove, On My Block, Sweet Magnolias"
Before I Fall,"Set It Up, Santa Clarita Diet, My Dead Ex, Fall Girls, Dramaworld, Zero, Jupiter's Legacy, The Politician, The Last Summer, The Last Summer"
The Tambour of Retribution,"Hajwala 2: Mysterious Mission, Grandmother's Farm Part 2, Grandmother's Farm Part 2, Farce, Grandmother's Farm, Zaki Chan, Secret of the Nile, 1-Oct, School Life, Khawatir"
Okafor's Law,"1-Oct, Kasanova, The Bridge, The New Romantic, The New Romantic, Dostana, Phone Swap, Gol Maal, Gol Maal, Gol Maal"
Between Maybes,"The Third Party, We Are the Champions, Vince and Kath and James, Everyday I Love You, Everything Will Be Fine, The Maus, The Super, The Super, There Will Be Blood, Love Rosie"
Just Friends,"Amy, Chris Brown: Welcome to My Life, Julie & Julia, Chris Tucker Live, Puss in Boots, Falling Inn Love, Falling Inn Love, Revelations: The Masters of the Universe: Revelation Aftershow, Revelations: The Masters of the Universe: Revelation Aftershow, Lunatics"
Revenge,"A Beautiful Life, The Perfect Match, Eastsiders, Dexter, The Who Was? Show, Gatao - The Last Stray, Iron Ladies, The Final Table, Miss in Kiss, Yanxi Palace: Princess Adventures"
All Hail King Julien: Exiled,"Kevin James: Never Don't Give Up, Love Death & Robots, Oggy Oggy, Disenchantment, Talladega Nights: The Ballad of Ricky Bobby, Transformers Prime, Planet Hulk, The Prince & Me, India: Nature's Wonderland, India: Nature's Wonderland"
Fatma,"AK vs AK, Gonul, Gonul, Ali Baba ve 7 Cüceler, Filinta, Organize Isler, Black Money Love, One-Way to Tomorrow, Black Heart, 50M2"
Lost & Found Music Studios,"The Next Step, The Next Step, The Next Step, The Next Step, Robozuna, Project Mc², The Christmas Project, Lost in London, Aussie Gold Hunters, Sam Smith: Love Goes - Live at Abbey Road Studios"
Persona,"The 8th Night, One Spring Night, Reply 1997, Arthdal Chronicles, Cheese in the Trap, Law School, Iris, The Call, That Winter the Wind Blows, Rampant"
Secret of the Nile,"Once Upon a Time, Tayee, Once In A Lifetime Sessions with Nile Rodgers, The Right One, The Dealer, The Emigrant, Destiny, More to Say, The Gospel of Mark, The International Player"
Black Earth Rising,"Flowers, Planet Earth II, Planet Earth II, Planet Earth II, Planet Earth II, Irreplaceable You, Penny Dreadful, Penny Dreadful, Earth's Natural Wonders, The Crown"
We Are the Wave,"Michelle Buteau: Welcome to Buteaupia, Lady la vendedora de rosas, Lady la vendedora de rosas, The Break with Michelle Wolf, Daniel Sloss: Live Shows, The Natural, Star Trek: Voyager, Edge of Fear, Disappearance, Disappearance"
Intersection,"Resurrection: Ertugrul, My Travel Buddy, 46, Ezel, Kodachrome, Çok Filim Hareketler Bunlar, Creep 2, Creep 2, Mine 9, Man Like Mobeen"
Christmas Inheritance,"Holiday in the Wild, Kevyn Aucoin: Beauty & the Beast in Me, #Roxy, Haywire, 6 Bullets, Inspector Gadget, Inspector Gadget, Bitten, Obvious Child, Wolves"
The Ottoman Lieutenant,"Idiotest, Idiotest, The Politician, W.E., Irreplaceable You, Selfless, The Big Catch, Penny Dreadful, Penny Dreadful, Act of Vengeance"
ICarly,"Comedians in Cars Getting Coffee, Jerry Seinfeld: 23 Hours To Kill, Mary Portas: Secret Shopper, Congo, The Disaster Artist, Mary Poppins Returns, Ex-Boyfriend, Ex-Boyfriend, The Mist, 1994"
Big Stone Gap,"Mary Portas: Secret Shopper, Merlin, We Are the Champions, Being Elmo: A Puppeteer's Journey, Age Gap Love, In Defense of a Married Man, Mia and Me, Mia and Me, The Longest Yard, Insidious"
Jane The Virgin,"An Interview with God, Gina Yashere: Laughing to America, Gina Yashere: Laughing to America, The New Romantic, The New Romantic, Kath and Kim, White Girl, The Lamb, Carmen Sandiego, Bad Blood"
Pop Lock 'n Roll,"The Shannara Chronicles, All Hail King Julien: Exiled, Benji: Off the Leash, The Dream Catchers, Mr. Young, Haven, Haven, Power Rangers Time Force, Oggy Oggy, Maria Bamford: The Special Special Special"
Sleepover,"Sam Smith: Love Goes - Live at Abbey Road Studios, The Spectacular Now, Project Mc², ParaNorman, Escape from Planet Earth, Wolves, Wolves, Nowhere Boy, Superman Returns, Get Smart"
Happy Anniversary,"Mr. Roosevelt, Midnight Mass, Zero Chill, Zero Chill, Age of Tanks, The Haunting of Bly Manor, Friday the 13th, Master of None, Master of None, Revolutionary Road"
The A List,"Top Boy, The Lovebirds, Diagnosis, Doctor Foster, The Baker and the Beauty, The Baker and the Beauty, Revolutionary Road, The Natural, Jack Whitehall: Travels with My Father, The Last Summer"
Undercover Law,"The Road to Love, The Road to Love, Pablo Escobar el patrón del mal, 7 años, Monarca, Lady la vendedora de rosas, Lady la vendedora de rosas, La ley de Herodes, Playing with Fire, Edha"
Vampires,"The World Is Yours, Nothing to Hide, Nothing to Hide, Inhuman Resources, Bright Star, Star Trek: Voyager, The Natural, The Open House, The Open House, Riding Faith"
Khawatir,"Grandmother's Farm Part 2, Grandmother's Farm Part 2, Grandmother's Farm, Hajwala 2: Mysterious Mission, Valentino, The Player, Hati Perempuan, Kalek Shanab, Hidden Worlds, Hidden Worlds"
PILI Fantasy: War of Dragons,"Love Storm, Love Storm, Love Storm, K.O. One Re-act, Pretty Man, Take My Brother Away, Love O2O, King’s War, Dragon Tiger Gate, A Beautiful Life"
Single Ladies Senior,"Easy Fortune Happy Life, Singles Villa, Singles Villa, Singles Villa, Yanxi Palace: Princess Adventures, Super Me, Accident, Love O2O, #Selfie, The Victims' Game"
100% Hotter,"Flowers, There Will Be Blood, Voices of Fire, Marriage or Mortgage, Katt Williams: The Pimp Chronicles: Pt. 1, Daniel Sloss: Live Shows, 100 Days My Prince, W.E., The Other Side of the Wind, El Cartel"
Head Count,"Disenchantment, The Piano, The Piano, Count Me In, Planet Hulk, Full Count, Tiny Pretty Things, Sam Smith: Love Goes - Live at Abbey Road Studios, Sugar Rush Christmas, Revolutionary Road"
The Boy,"Bobby Robson: More Than a Manager, Diana: 7 Days That Shook the World, The Devil and Father Amorth, The Devil and Father Amorth, The Devil and Father Amorth, The Devil Inside, We're Lalaloopsy, Diana: In Her Own Words, Hellboy, Wonder Boy"
Prom Night,"Miles Davis: Birth of the Cool, The Darkness, The Darkness, Ginny & Georgia, Ginny & Georgia, The Twilight Saga: Breaking Dawn: Part 2, Twilight, Yasuke, The Twilight Saga: Eclipse, Mary Portas: Secret Shopper"
Crimson Peak,"Hellboy, Puss in Boots, Gehenna: Where Death Lives, Miss Julie, Madagascar 3: Europe's Most Wanted, Trollhunters, Money for Nothing, Doctor Foster, Cloud Atlas, Surviving Death"
Nagi-Asu: A Lull in the Sea,"Children of the Whales, Children of the Whales, Haikyu!!, Girls und Panzer, Toradora!, The Garden of Words, Puella Magi Madoka Magica, Puella Magi Madoka Magica, Thus Spoke Kishibe Rohan, 7SEEDS"
His House,"Walking Out, Sam Smith: Love Goes - Live at Abbey Road Studios, The Open House, The Open House, Man with a Plan, Welcome, The Ice Road, Little Miss Sumo, Audible, Final Destination"
Backcountry,"Haven, Haven, Joseph: King of Dreams, In Defense of a Married Man, 48 Christmas Wishes, True Grit, True Grit, True Grit, Yoko, Tiger King: Murder Mayhem and Madness"
The Last Exorcism,"War on Everyone, Whose Vote Counts Explained, Ridley Jones, Monty Python's Life of Brian, Taken, Better Call Saul, Better Call Saul, Better Call Saul, A Series of Unfortunate Events, Last Tango in Halifax"
The Heretics,"The Vampire Diaries, Latte and the Magic Waterstone, The Frozen Dead, The Frozen Dead, Namastey London, The Last Word, Marcella, NSU German History X, All About Nina, Kahlil Gibran's The Prophet"
Tusk,"Masters of the Universe: Revelation, The Joel McHale Show with Joel McHale, White Girl, Rectify, Rectify, Kevin James: Never Don't Give Up, The Final Destination, In Defense of a Married Man, Revelations: The Masters of the Universe: Revelation Aftershow, Revelations: The Masters of the Universe: Revelation Aftershow"
Kevin Hart: Seriously Funny,"Kevin Hart: I'm a Grown Little Man, Kevin James: Never Don't Give Up, Some Freaks, Grand Designs, NATURE: Natural Born Hustlers, Revelations: The Masters of the Universe: Revelation Aftershow, Revelations: The Masters of the Universe: Revelation Aftershow, Being Elmo: A Puppeteer's Journey, Sommore: The Reign Continues, Masters of the Universe: Revelation"
Katt Williams: The Pimp Chronicles: Pt. 1,"Voices of Fire, Marriage or Mortgage, Carrie, The Shannara Chronicles, We Are the Champions, 100% Hotter, Love Death & Robots, Senna, Senna, Age of Tanks"
Todd Glass: Stand-Up Special,"Maria Bamford: The Special Special Special, Captain Underpants Epic Choice-o-Rama, Colin Quinn: Unconstitutional, My Babysitter's a Vampire, Badland, A Series of Unfortunate Events, All About Nina, I Will Follow, 4th Man Out, Final Destination"
Bill Nye Saves the World,"The Mars Generation, Beyond the Boundary: ICC Women's T20 World Cup Australia 2020, Weird Wonders of the World, Nadiya Bakes, Genius of the Ancient World, Afflicted, Hot Date, Hot Date, Diana: 7 Days That Shook the World, Christmas Inheritance"
Tremors 2: Aftershocks,"Tremors 2: Aftershocks, Killer Inside: The Mind of Aaron Hernandez, Tremors 5:  Bloodline, Tremors 3: Back to Perfection, Tremors 6: A Cold Day in Hell, Money for Nothing, Haunted, Tenacious D in The Pick of Destiny, Fred Armisen: Standup For Drummers, Love Death & Robots"
Final Destination,"Final Destination 2, The Final Destination, Final Destination, Bates Motel, Tracy Morgan: Staying Alive, The Final Table, The Magicians, Republic of Doyle, Republic of Doyle, Our Planet"
Bill Hicks: Relentless,"Chris Brown: Welcome to My Life, Chris Tucker Live, Lunatics, Nature's Weirdest Events, Nature's Weirdest Events, Weird Wonders of the World, Just Friends, The Little Mermaid, Under an Arctic Sky, The IT Crowd"
Record of Youth,"Itaewon Class, Last, The Call, The K2, My Sassy Girl, Racket Boys, President, Reply 1997, Law School, Master"
Ridley Jones,"The Last Exorcism, Trollhunters, The Witcher: Nightmare of the Wolf, Middle of Nowhere, Peter Rabbit, Wheels of Fortune, Monty Python's Almost the Truth, Singapore Social, Princess Cyd, Heavy"
Bridgerton,"Crashing, Dino Hunt, Dino Hunt, Shadow and Bone, Selfless, The Prince & Me, Love Cheque Charge, The Hunt, Last Tango in Halifax, Howards End"
The Protector,"Immortals, 46, Filinta, Winter Sun, Winter Sun, Winter Sun, Fatma, Çok Filim Hareketler Bunlar, The Lake House, First Kiss"
Kota Factory,"Super Nani, Ugly, The Great Gambler, Milestone, Bathinda Express, Hamid, Sat Sri Akal, Sat Sri Akal, Karzzzz, Sacred Games"
Inspector Gadget,"Inspector Gadget, Madagascar 3: Europe's Most Wanted, Gnome Alone, Little Singham: Legend of Dugabakka, Tales From the Hood 2, Tales From the Hood 2, Equestria Girls: Tales of Canterlot High, Equestria Girls: Tales of Canterlot High, Strong, Animal Crackers"
Lego Friends: Girls on a Mission,"Equestria Girls: Tales of Canterlot High, Equestria Girls: Tales of Canterlot High, Bondi Rescue, The Christmas Project, Aussie Gold Hunters, Being Elmo: A Puppeteer's Journey, Rocko's Modern Life: Static Cling, Inspector Gadget, Inspector Gadget, My Daddy is in Heaven"
My Perfect Landing,"The Bible's Buried Secrets, The Christmas Project, Tracy Morgan: Staying Alive, Aussie Gold Hunters, Tabula Rasa, Signs, Audrey, Howards End, A Perfect Crime, A Perfect Crime"
Personal Shopper,"Audrey, Homemade, Wonder Boy, Mary Portas: Secret Shopper, The Twilight Saga: Breaking Dawn: Part 2, Zathura, Twilight, Into the Wild, Selling Sunset, A Fortunate Man"
Jo Pil-ho: The Dawning Rage,"The 8th Night, Cheese in the Trap, Law School, Arthdal Chronicles, Last, Itaewon Class, One Spring Night, Bring It On Ghost, Record of Youth, Iris"
The Prince & Me,"All Hail King Julien: Exiled, Malicious, W.E., Inkheart, Inkheart, Bridgerton, The Crying Game, The Silence, Uncut Gems, Star Trek"
Sardar Ka Grandson,"Patiala House, Bathinda Express, Ugly, Mubarakan, Sat Sri Akal, Sat Sri Akal, Penalty, Boss, Ram Teri Ganga Maili, Hazaaron Khwaishein Aisi"
Marriage or Mortgage,"Voices of Fire, Katt Williams: The Pimp Chronicles: Pt. 1, Father Brown, Father Brown, 100% Hotter, Tales From the Hood 2, Tales From the Hood 2, Senna, Senna, Age of Tanks"
The Final Destination,"Final Destination 2, Final Destination 2, The Final Table, Shooter, Final Destination, The Who Was? Show, Bobby Robson: More Than a Manager, Tusk, Land Girls, Scream"
Inkheart,"Inkheart, Genius of the Ancient World, Mary and the Witch's Flower, Surviving Death, The Time Machine, The Nut Job, The Nut Job, Star Wars: Episode VIII: The Last Jedi, The Prince & Me, Cloud Atlas"
The Irish Mob,"Unfriended, Unfriended, The Lake House, First Kiss, A Christmas Prince: The Royal Baby, Slay, Phone Swap, Panipat - The Great Betrayal, 6 Years, One-Way to Tomorrow"
Worn Stories,"ChuChuTV Bedtime Stories & Moral Stories for Kids (English), Learning Time with Timmy, Narcoworld: Dope Stories, Hot Date, Hot Date, Elite Short Stories: Carla Samuel, Mary Poppins Returns, God of War, Johnny Test, Parasyte: The Maxim"
Pasión de Gavilanes,"Lunatics, 7 años, The Road to Love, The Road to Love, Cathedral of the Sea, Cathedral of the Sea, The Healer, Chris Brown: Welcome to My Life, Vivo, Brené Brown: The Call to Courage"
Mega Food,"Food on the Go, Street Food, Street Food, Street Food: Latin America, The Lake House, First Kiss, A Christmas Prince: The Royal Baby, Slay, Phone Swap, Panipat - The Great Betrayal"
Narcoworld: Dope Stories,"ChuChuTV Bedtime Stories & Moral Stories for Kids (English), The Least Expected Day: Inside the Movistar Team 2019, La ley de Herodes, Monarca, Klaus, Elite Short Stories: Carla Samuel, An Unremarkable Christmas, Barbie Big City Big Dreams, Falsa identidad, Falsa identidad"
Hangar 1: The UFO Files,"Cold Case Files Classic, Cold Case Files Classic, The Innocence Files, The spiral, The Net, The Land of the Enlightened, True Grit, True Grit, True Grit, Barbie Star Light Adventure"
Temple,"The Perfection, Natalia Valdebenito: El especial, War on Everyone, Haywire, Terrace House: Aloha State, Logan's Run, Bloodline, Rectify, Rectify, Terrace House: Boys & Girls in the City"
Hot Date,"Hot Date, Iliza Shlesinger: Freezing Hot, Mary Poppins Returns, Peaky Blinders, Peaky Blinders, Johnny Test, Gun Runners, The Sons of Sam: A Descent into Darkness, This Is a Robbery: The World's Biggest Art Heist, The Nutty Professor"
Sweeney Todd: The Demon Barber of Fleet Street,"Diagnosis, Talladega Nights: The Ballad of Ricky Bobby, Howards End, Madagascar 3: Europe's Most Wanted, My Babysitter's a Vampire, Todd Glass: Stand-Up Special, What Makes a Psychopath?, Tusk, Tim Minchin: So F**king Rock, Fear and Loathing in Las Vegas"
The Year of Happiness and Love,"A Touch of Green, Lucky Days, An Innocent Mistake, The Perfect Match, K.O. One Re-act, K.O.3an Guo, K.O.3an Guo, Lion Pride, Lion Pride, Love Me or Leave Me"
Diamond Lover,"Miss Panda & Mr. Hedgehog, Pretty Man, Haunted, The Damned Rain, Be with Me, Be with Me, Life, Life, Diamond City, Diamond City"
Tremors 6: A Cold Day in Hell,"Tremors 5:  Bloodline, Inside Man: Most Wanted, Bobby Kennedy for President, Tremors 2: Aftershocks, Tremors 2: Aftershocks, Tremors 3: Back to Perfection, Money for Nothing, Sniper: Ghost Shooter, Traitors, Traitors"
